file,line,key,locator,claim_context,source_file,assessment
chapter03.tex,165,Yoon et al. (2024),S. 2 und 13--15,"Mehrquellenbasierte Webseitenklassifikation (vgl. [Aljofey et al. (2022), S. 1--2 und 13]; [Opara et al. (2024), S. 2]; [Yoon et al. (2024), S. 2 und 13--15]) & Überführung der ausgewählten Repräsentationsbasis in ein multimodales Klassifikationssystem. & Sequenzielle Erweiterung um HTML-Text, DOM und lernbare Gating-Fusion. \\[1mm]",yoon2024.pdf,"S. 2, 6–7, 9, 13, 15: URL-Zeichen/Wörter, DOM-Graph, Strukturablation. Kein Beleg für eigene Architekturparameter erforderlich."
chapter03.tex,174,Maneriker et al. (2021),PDF-S. 1--2,"Low-FPR- und gestufte Verarbeitung (vgl. [Maneriker et al. (2021), PDF-S. 1--2]; [Liu et al. (2021), Abstract, o.\,S.]; [ENISA (2020), S. 7]; [Reddi et al. (2020), S. 5--6]) & Bewertung des Gesamtsystems bei festgelegtem Betriebspunkt und unterschiedlicher Verarbeitungstiefe. & CAL-basierter Low-FPR-Betriebspunkt, URL-first-Kaskade sowie Effizienz- und Eskalationsmetriken. \\",maneriker2021.pdf,PDF-S. 1–2: URL-Vortraining und direkte Feinabstimmung öffentlicher Encoder als zwei Ansätze; Low-FPR. Früherer Anspruch zusätzlichen TAPTs für alle Modelle korrigiert.
chapter03.tex,174,Liu et al. (2021),"Abstract, o.\,S.","Low-FPR- und gestufte Verarbeitung (vgl. [Maneriker et al. (2021), PDF-S. 1--2]; [Liu et al. (2021), Abstract, o.\,S.]; [ENISA (2020), S. 7]; [Reddi et al. (2020), S. 5--6]) & Bewertung des Gesamtsystems bei festgelegtem Betriebspunkt und unterschiedlicher Verarbeitungstiefe. & CAL-basierter Low-FPR-Betriebspunkt, URL-first-Kaskade sowie Effizienz- und Eskalationsmetriken. \\",liu2021_web_review.json,"Verlagsabstract extern eingesehen: mehrstufiges CASE-Modell, kürzere Ausführungszeit und bessere Detektion. Nicht belegte konkrete Stufen entfernt; keine erfundene PDF-Seite."
chapter03.tex,174,ENISA (2020),S. 7,"Low-FPR- und gestufte Verarbeitung (vgl. [Maneriker et al. (2021), PDF-S. 1--2]; [Liu et al. (2021), Abstract, o.\,S.]; [ENISA (2020), S. 7]; [Reddi et al. (2020), S. 5--6]) & Bewertung des Gesamtsystems bei festgelegtem Betriebspunkt und unterschiedlicher Verarbeitungstiefe. & CAL-basierter Low-FPR-Betriebspunkt, URL-first-Kaskade sowie Effizienz- und Eskalationsmetriken. \\",enisa2020soc.pdf,"How to set up CSIRT and SOC, gedruckte S. 7: FPR, Eskalationen und Aufwand als KPIs. Falschen Bericht im Verzeichnis ersetzt."
chapter03.tex,174,Reddi et al. (2020),S. 5--6,"Low-FPR- und gestufte Verarbeitung (vgl. [Maneriker et al. (2021), PDF-S. 1--2]; [Liu et al. (2021), Abstract, o.\,S.]; [ENISA (2020), S. 7]; [Reddi et al. (2020), S. 5--6]) & Bewertung des Gesamtsystems bei festgelegtem Betriebspunkt und unterschiedlicher Verarbeitungstiefe. & CAL-basierter Low-FPR-Betriebspunkt, URL-first-Kaskade sowie Effizienz- und Eskalationsmetriken. \\",reddi2020.pdf,"Autorenfassung S. 5–6: Szenarien, Latenzperzentile und Durchsatz; S. 11: Vergleich. Kein Anspruch eigener MLPerf-Konformität."
chapter04.tex,67,Dalton et al. (2026),S. 2,"Als gemeinsame Datengrundlage wird der öffentlich bereitgestellte PhreshPhish-Datensatz verwendet. Dalton et al. konzipieren PhreshPhish als umfangreichen Datensatz für die Erkennung von Phishing-Webseiten und stellen zusätzlich einen darauf aufbauenden Benchmark zur standardisierten Modellbewertung bereit (vgl. [Dalton et al. (2026), S. 2]). Für die vorliegende Arbeit sind insbesondere URL, gespeicherter HTML-Inhalt, Klassenzuordnung und Erfassungsdatum relevant. Der von Dalton et al. bereitgestellte Testbestand ist zeitlich vom Training getrennt; zusätzlich werden stark ähnliche Trainings- und Testinstanzen reduziert (vgl. [Dalton et al. (2026), S. 5--6]). Dieser offizielle Testbestand bleibt deshalb als FINAL von der Modell- und Architekturauswahl ausgeschlossen. Vor Beginn der Versuche wird ein verbindlicher Data Freeze erzeugt. Der offizielle Testbestand wird vollständig als FINAL übernommen; SUP, DEV, SSL und CAL werden ausschließlich aus dem offiziellen Trainingsbestand gebildet. Die Rollenzuordnung erfolgt deterministisch anhand der SHA-256-Identifikatoren. Vor und nach der Materialisierung wird die paarweise SHA-256-Disjunktheit der relevanten Rollen geprüft.",dalton2026v2.pdf,"Verbindlich arXiv v2 vom 11.02.2026; URL/HTML und Ähnlichkeiten S. 1–3, Trennverfahren S. 5–6, Prävalenz/Metriken S. 6–8. Kein direkter Benchmark-Sieg aus umgerechneter Prävalenz."
chapter04.tex,71,Dalton et al. (2026),S. 5--6,"Als gemeinsame Datengrundlage wird der öffentlich bereitgestellte PhreshPhish-Datensatz verwendet. Dalton et al. konzipieren PhreshPhish als umfangreichen Datensatz für die Erkennung von Phishing-Webseiten und stellen zusätzlich einen darauf aufbauenden Benchmark zur standardisierten Modellbewertung bereit (vgl. [Dalton et al. (2026), S. 2]). Für die vorliegende Arbeit sind insbesondere URL, gespeicherter HTML-Inhalt, Klassenzuordnung und Erfassungsdatum relevant. Der von Dalton et al. bereitgestellte Testbestand ist zeitlich vom Training getrennt; zusätzlich werden stark ähnliche Trainings- und Testinstanzen reduziert (vgl. [Dalton et al. (2026), S. 5--6]). Dieser offizielle Testbestand bleibt deshalb als FINAL von der Modell- und Architekturauswahl ausgeschlossen. Vor Beginn der Versuche wird ein verbindlicher Data Freeze erzeugt. Der offizielle Testbestand wird vollständig als FINAL übernommen; SUP, DEV, SSL und CAL werden ausschließlich aus dem offiziellen Trainingsbestand gebildet. Die Rollenzuordnung erfolgt deterministisch anhand der SHA-256-Identifikatoren. Vor und nach der Materialisierung wird die paarweise SHA-256-Disjunktheit der relevanten Rollen geprüft.",dalton2026v2.pdf,"Verbindlich arXiv v2 vom 11.02.2026; URL/HTML und Ähnlichkeiten S. 1–3, Trennverfahren S. 5–6, Prävalenz/Metriken S. 6–8. Kein direkter Benchmark-Sieg aus umgerechneter Prävalenz."
chapter04.tex,180,Chen et al. (2020),PDF-S. 3,"Zur Bewertung der Repräsentationen werden eine logistische Regression als Linear Probe und ein kleines Mehrschicht-Perzeptron als nichtlineare Probe eingesetzt. Die Transformer-Encoder bleiben dabei eingefroren. Die Linear Probe misst die unmittelbare lineare Nutzbarkeit der Repräsentationen für die Zielklassifikation (vgl. [Chen et al. (2020), PDF-S. 3]). Innerhalb einer Wiederholung erhalten R0, RU, RT und RUT identische gelabelte Trainingsinstanzen und denselben Downstream-Versuchsaufbau.",chen2020.pdf,"PDF-S. 3, Evaluation Protocol: Linear Evaluation auf eingefrorenem Encoder. Physische Zählung kenntlich gemacht."
chapter04.tex,280,Holt und Sullivan (2023),S. 787--788,"Bei gepaarten Repräsentations- und Architekturvergleichen bildet die jeweilige Trainingsreplikation die statistische Einheit. Als Effektgröße wird die mittlere Differenz der TPR in Prozentpunkten berichtet. Für mittlere Paardifferenzen wird das zweiseitige t-Intervall $\bar d\pm t_{0{,}975;n-1}s_d/\sqrt n$ verwendet; es beschreibt die Downstream-Variation bei festen Vortrainingszuständen und fester Testpopulation. Die t-Intervalle setzen unabhängige, näherungsweise normalverteilte Paardifferenzen voraus; die Sign-Flip-Tests benötigen unter der jeweiligen Nullhypothese Vorzeichensymmetrie. Die vollständige Enumeration allein macht einen Test nicht voraussetzungsfrei. Ergänzend werden die Anzahl der Replikationen mit positiver beziehungsweise negativer Differenz angegeben. Für gepaarte Vergleiche wird der exakte Sign-Flip-Permutationstest verwendet (vgl. [Holt und Sullivan (2023), S. 787--788]). Mehrere gemeinsam geprüfte Hypothesen werden mit der Holm-Prozedur für multiples Testen korrigiert (vgl. [Holm (1979), S. 66--67]). Der N10-Vergleich von RUT20k und R020k verwendet \nolinkurl{OFFICIAL_TEST} als primären Endpunkt. Die vier zusätzlichen domain-, template- und zeitbezogenen Bedingungen bilden eine gemeinsame sekundäre Testfamilie; ihre vier p-Werte werden innerhalb dieses Vergleichs nach Holm korrigiert.",holt2023.pdf,"S. 787–788: Paardifferenzen, Mittelwert, Vorzeichenpermutationen, Symmetrieannahme. Exaktheit nicht mit Voraussetzungslosigkeit gleichgesetzt."
chapter04.tex,281,Holm (1979),S. 66--67,"Bei gepaarten Repräsentations- und Architekturvergleichen bildet die jeweilige Trainingsreplikation die statistische Einheit. Als Effektgröße wird die mittlere Differenz der TPR in Prozentpunkten berichtet. Für mittlere Paardifferenzen wird das zweiseitige t-Intervall $\bar d\pm t_{0{,}975;n-1}s_d/\sqrt n$ verwendet; es beschreibt die Downstream-Variation bei festen Vortrainingszuständen und fester Testpopulation. Die t-Intervalle setzen unabhängige, näherungsweise normalverteilte Paardifferenzen voraus; die Sign-Flip-Tests benötigen unter der jeweiligen Nullhypothese Vorzeichensymmetrie. Die vollständige Enumeration allein macht einen Test nicht voraussetzungsfrei. Ergänzend werden die Anzahl der Replikationen mit positiver beziehungsweise negativer Differenz angegeben. Für gepaarte Vergleiche wird der exakte Sign-Flip-Permutationstest verwendet (vgl. [Holt und Sullivan (2023), S. 787--788]). Mehrere gemeinsam geprüfte Hypothesen werden mit der Holm-Prozedur für multiples Testen korrigiert (vgl. [Holm (1979), S. 66--67]). Der N10-Vergleich von RUT20k und R020k verwendet \nolinkurl{OFFICIAL_TEST} als primären Endpunkt. Die vier zusätzlichen domain-, template- und zeitbezogenen Bedingungen bilden eine gemeinsame sekundäre Testfamilie; ihre vier p-Werte werden innerhalb dieses Vergleichs nach Holm korrigiert.",holm1979.pdf,S. 66–67: schrittweise Testprozedur und Kontrolle der Familienfehlerwahrscheinlichkeit.
chapter04.tex,333,Zhou et al. (2019),PDF-S. 2,"Aufbauend auf der Repräsentationsanalyse wird ein mehrzweigiges prototypisches Klassifikationssystem konzipiert. Die DUAL-Variante verarbeitet URL und HTML-Text in getrennten Transformerzweigen. Die TRI-Variante ergänzt zusätzlich die strukturelle DOM-Repräsentation. Die Ausgaben der aktiven Modalitäten werden jeweils in einen gemeinsamen 256-dimensionalen Raum projiziert und L2-normalisiert. Eine lernbare Gating-Komponente bestimmt instanzabhängige Modalitätsgewichte; daraus wird eine gewichtete Fusionsrepräsentation gebildet. Die Verwendung lernbarer, über Softmax normalisierter Modalitätsgewichte entspricht dem Prinzip einer gewichteten multimodalen Fusion (vgl. [Zhou et al. (2019), PDF-S. 2]). Für die abschließende Klassifikation werden die einzelnen Modalitätsrepräsentationen gemeinsam mit der Fusionsrepräsentation verwendet. Modalitätsspezifische Auxiliary Heads erzeugen zusätzliche Hilfsscores, ohne die Gating-Gewichte zu ersetzen. Der URL-Hilfsscore bildet zugleich die Grundlage der URL-first-Kaskade. Die Gesamtarchitektur und die Rollen von DUAL, TRI, Auxiliary Heads, Gating und Main Head sind in Abbildung~\ref{fig:systemkonzeption} dargestellt. Die technische Parametrisierung der Encoderfreigabe, DOM-GCN-, Gating- und Head-Komponenten wird erst in Kapitel 5 spezifiziert. Die Architektur trennt damit drei Ebenen: die Repräsentationsbildung innerhalb der Modalitätszweige, deren gemeinsame Fusion und die nachgelagerte Klassifikation. Ob jede zusätzliche Systemkomponente gegenüber einer einfacheren Vorstufe einen eigenen Beitrag liefert, wird nicht aus dem Endmodell abgeleitet, sondern in einer gesonderten sequenziellen Ablation geprüft.",zhou2019.pdf,PDF-S. 1–2: Softmax-Modalitätsgewichte und gewichtete Summe. Eigene zusätzliche Konkatenation nicht fremder Quelle zugeschrieben.
chapter04.tex,398,Viola und Jones (2004),S. 144--145,"Die URL-first-Kaskade führt zunächst ausschließlich den URL-Zweig aus und erzeugt über den URL-Auxiliary-Head den Score $f_{\mathrm{URL}}$. Eine untere und eine obere, auf Development-Daten bestimmte Schwelle begrenzen einen Unsicherheitsbereich. Liegt der Score außerhalb dieses Bereichs, wird die Klassifikation bereits nach dem URL-Pfad abgeschlossen. Nur die dazwischenliegenden Fälle durchlaufen zusätzlich den vollständigen multimodalen Pfad. Dieses Vorgehen entspricht dem Grundprinzip kaskadierter Klassifikatoren (vgl. [Viola und Jones (2004), S. 144--145]). Bei einer Eskalation wird die bereits berechnete URL-Repräsentation wiederverwendet und um HTML-Text sowie in der TRI-Variante um den DOM ergänzt. Die aktiven Repräsentationen durchlaufen anschließend dieselbe Fusion und denselben Klassifikationskopf wie im Vollsystem. Abbildung~\ref{fig:urlkaskade} zeigt den Ablauf und verdeutlicht, dass der DOM-Zweig nur für eskalierte TRI-Fälle ausgeführt wird. Zusätzlich wird untersucht, ob die verwendete URL-Repräsentation den Anteil der Eskalationen beeinflusst. TRI-Fallback, Labelbudget und grundsätzliche Routinglogik bleiben hierfür unverändert; variiert wird ausschließlich zwischen der Basis- und der task-adaptierten URL-Repräsentation. Die Routingparameter werden auf Development-Daten für zulässige TPR-Abweichungen von 0,25, 0,5, 1,0 und 2,0 Prozentpunkten gegenüber dem Vollsystem bestimmt. Die primär betrachtete Toleranz beträgt einen Prozentpunkt. Als zentrale Ressourcenkennzahl wird die Eskalationsrate berichtet, also der Anteil der Webseiten, für die der vollständige multimodale Pfad ausgeführt wird. Verglichen wird damit der erforderliche Verarbeitungsumfang unter derselben vorgegebenen TPR-Toleranz.",viola2004.pdf,S. 144–145: Kaskadenprinzip. Eigene zweischwellige URL-Route als Übertragung beschrieben.
chapter06.tex,444,Dalton et al. (2026),S. 6--7,"Ergänzend zur Betriebspunktanalyse werden AP und $P_{\geq 90}$ auf dem festen \nolinkurl{OFFICIAL_TEST} mit 1.000 stratifizierten Bootstrap-Replikationen ausgewertet. TRI Full erreicht eine AP von 99,679\,\% mit einem 95-\%-Percentile-Intervall von [99,659; 99,700]\,\% sowie ein $P_{\geq 90}$ von 99,714\,\% [99,673; 99,753]\,\%. Die Kaskade erreicht eine AP von 98,539\,\% [98,476; 98,602]\,\% und ein $P_{\geq 90}$ von 99,776\,\% [99,742; 99,815]\,\%. Die engen Intervalle zeigen eine geringe Stichprobenunsicherheit dieser Rankingmetriken auf dem festen Testbestand. Für die absolute Höhe precision-basierter Kennzahlen ist zusätzlich die Klassenprävalenz relevant, also der Anteil phishingbezogener Webseiten innerhalb der Evaluationsmenge. Der \nolinkurl{OFFICIAL_TEST} enthält 76.800 Phishing- und 91.260 Benign-Instanzen und weist damit einen Phishing-Anteil von 45,70\,\% auf. Dies entspricht nahezu der für den regulären PhreshPhish-Testbestand berichteten Base Rate von 46\,\% (vgl. [Dalton et al. (2026), S. 6--7]). Zur Einordnung wird deshalb eine reine Base-Rate-Sensitivität von $P_{\geq 90}$ berechnet. Für die ausgewählte Schwelle werden die klassenspezifischen Scoreverteilungen konstant gehalten und ausschließlich die angenommene Prävalenz verändert. Mit der beobachteten Precision $P_0$ und der Testprävalenz $\pi_0=76.800/168.060$ gilt \[ \lambda=\frac{1-P_0}{P_0}\frac{\pi_0}{1-\pi_0} =\frac{\mathrm{FPR}_*}{\mathrm{TPR}_*}, \qquad \mathrm{Precision}_{\pi}=\frac{\pi}{\pi+(1-\pi)\lambda}. \] Hierbei kennzeichnet $*$ die für $P_{\geq 90}$ ausgewählte empirische Schwelle. Die Umrechnung benötigt keinen Recall von exakt 90\,\%. Sie bildet einen reinen Prior-Shift ab; Veränderungen des klassenspezifischen Fehlerverhaltens sind darin nicht enthalten.",dalton2026v2.pdf,"Verbindlich arXiv v2 vom 11.02.2026; URL/HTML und Ähnlichkeiten S. 1–3, Trennverfahren S. 5–6, Prävalenz/Metriken S. 6–8. Kein direkter Benchmark-Sieg aus umgerechneter Prävalenz."
chapter07.tex,27,Maneriker et al. (2021),PDF-S. 1--2,"Damit zeigt sich ein zusätzlicher Repräsentationsnutzen der Anpassung auf dem ungelabelten Webseitenpool, obwohl die Ausgangsencoder bereits selbstüberwacht vortrainiert sind. Die in Kapitel 3 dargestellten spezialisierten URL-Repräsentationsverfahren verdeutlichen die Relevanz einer domänennäheren Repräsentationsbildung für URL-basierte Sicherheitsaufgaben (vgl. [Maneriker et al. (2021), PDF-S. 1--2]; [Wang et al. (2023), Abstract, o.\,S.]; [Li et al. (2025), S. 1--2 und 12]). Die vorliegende Untersuchung betrachtet diesen Zusammenhang für die zusätzliche task-adaptive Anpassung zweier Informationszweige innerhalb desselben Versuchsprotokolls.",maneriker2021.pdf,PDF-S. 1–2: URL-Vortraining und direkte Feinabstimmung öffentlicher Encoder als zwei Ansätze; Low-FPR. Früherer Anspruch zusätzlichen TAPTs für alle Modelle korrigiert.
chapter07.tex,27,Wang et al. (2023),"Abstract, o.\,S.","Damit zeigt sich ein zusätzlicher Repräsentationsnutzen der Anpassung auf dem ungelabelten Webseitenpool, obwohl die Ausgangsencoder bereits selbstüberwacht vortrainiert sind. Die in Kapitel 3 dargestellten spezialisierten URL-Repräsentationsverfahren verdeutlichen die Relevanz einer domänennäheren Repräsentationsbildung für URL-basierte Sicherheitsaufgaben (vgl. [Maneriker et al. (2021), PDF-S. 1--2]; [Wang et al. (2023), Abstract, o.\,S.]; [Li et al. (2025), S. 1--2 und 12]). Die vorliegende Untersuchung betrachtet diesen Zusammenhang für die zusätzliche task-adaptive Anpassung zweier Informationszweige innerhalb desselben Versuchsprotokolls.",wang2023_web_review.json,"IEEE-Originalabstract: PhishBERT auf mehr als 3 Milliarden ungelabelten URLs, anschließende Feinabstimmung. Konferenzpaper-DOI von Video-/Abstract-DOI unterschieden."
chapter07.tex,27,Li et al. (2025),S. 1--2 und 12,"Damit zeigt sich ein zusätzlicher Repräsentationsnutzen der Anpassung auf dem ungelabelten Webseitenpool, obwohl die Ausgangsencoder bereits selbstüberwacht vortrainiert sind. Die in Kapitel 3 dargestellten spezialisierten URL-Repräsentationsverfahren verdeutlichen die Relevanz einer domänennäheren Repräsentationsbildung für URL-basierte Sicherheitsaufgaben (vgl. [Maneriker et al. (2021), PDF-S. 1--2]; [Wang et al. (2023), Abstract, o.\,S.]; [Li et al. (2025), S. 1--2 und 12]). Die vorliegende Untersuchung betrachtet diesen Zusammenhang für die zusätzliche task-adaptive Anpassung zweier Informationszweige innerhalb desselben Versuchsprotokolls.",li2025.pdf,"Autorenfassung arXiv 2402.11495v2, S. 1–2 und 12: urlBERT, mehrere Milliarden URLs und reduzierte Trainingsmengen. Publikationsfassung bibliografisch unterschieden."
chapter07.tex,57,Li et al. (2025),S. 12,"Für die Einordnung ist die Trennung der beiden Lernphasen relevant. Der TAPT-Schritt verwendet den 200.000 Instanzen umfassenden SSL-Pool ohne Downstream-Labels. Erst im anschließenden Klassifikationstraining wird der Umfang der verfügbaren gelabelten Supervision variiert. Die Sensitivität gegenüber reduziertem gelabeltem Trainingsumfang wird auch für spezialisierte URL-Repräsentationen als relevante Evaluationsdimension betrachtet (vgl. [Li et al. (2025), S. 12]). Die B95-Auswertung weist ausschließlich auf DEV auf eine frühere relative Sättigung von RUT hin; auf FINAL erreichen R0 und RUT das jeweilige relative Ziel bei denselben geprüften Budgets. Da sich B95 jeweils auf das eigene 200k-Endniveau einer Variante bezieht, beantwortet diese Kennzahl jedoch nicht, ob ein reduziertes RUT-Budget auch das absolute Niveau einer vollständig trainierten Referenz erreicht. Diese Frage wird durch FF3 gesondert geprüft.",li2025.pdf,"Autorenfassung arXiv 2402.11495v2, S. 1–2 und 12: urlBERT, mehrere Milliarden URLs und reduzierte Trainingsmengen. Publikationsfassung bibliografisch unterschieden."
chapter07.tex,106,Rashid et al. (2024),"Abstract, o.\,S.","Im untersuchten Linear-Probe-Protokoll reichen damit 50.000 gelabelte Instanzen aus, um das festgelegte Leistungsniveau beider mit 200.000 Labels trainierten Referenzen zu erreichen. Bezogen auf die Downstream-Supervision entspricht dies einer Reduktion um 75\,\%. Der vorausgehende TAPT-Schritt auf dem vollständigen ungelabelten Webseitenpool bleibt davon unberührt. Die Margensensitivität bestätigt die 50k-Entscheidung zusätzlich über den untersuchten Bereich von 0 bis 2 Prozentpunkten. Die zusätzlichen internen Evaluationsbedingungen zeigen, dass diese Relation nicht auf den vollständigen Finalbestand beschränkt ist. Dies ist insbesondere vor dem in Kapitel 3 diskutierten Problem datensatzabhängiger Evaluationsresultate relevant (vgl. [Rashid et al. (2024), Abstract, o.\,S.]; [Dalton et al. (2026), S. 5--6]). Die Domain-, Template- und Zeitbedingungen sind jedoch nicht als kausale Einzeltests verschiedener Formen von Distribution Shift zu verstehen. Sie prüfen, ob die in FF1 und FF2 identifizierten Leistungsrelationen unter veränderter Zusammensetzung der Testdaten erhalten bleiben.",rashid2024_web_review.json,Verlagsabstract extern eingesehen: geringe Übertragbarkeit zwischen Datensätzen und UDA. Nur qualitative Abstract-Aussage beibehalten; keine ungeprüfte Seitenzahl.
chapter07.tex,106,Dalton et al. (2026),S. 5--6,"Im untersuchten Linear-Probe-Protokoll reichen damit 50.000 gelabelte Instanzen aus, um das festgelegte Leistungsniveau beider mit 200.000 Labels trainierten Referenzen zu erreichen. Bezogen auf die Downstream-Supervision entspricht dies einer Reduktion um 75\,\%. Der vorausgehende TAPT-Schritt auf dem vollständigen ungelabelten Webseitenpool bleibt davon unberührt. Die Margensensitivität bestätigt die 50k-Entscheidung zusätzlich über den untersuchten Bereich von 0 bis 2 Prozentpunkten. Die zusätzlichen internen Evaluationsbedingungen zeigen, dass diese Relation nicht auf den vollständigen Finalbestand beschränkt ist. Dies ist insbesondere vor dem in Kapitel 3 diskutierten Problem datensatzabhängiger Evaluationsresultate relevant (vgl. [Rashid et al. (2024), Abstract, o.\,S.]; [Dalton et al. (2026), S. 5--6]). Die Domain-, Template- und Zeitbedingungen sind jedoch nicht als kausale Einzeltests verschiedener Formen von Distribution Shift zu verstehen. Sie prüfen, ob die in FF1 und FF2 identifizierten Leistungsrelationen unter veränderter Zusammensetzung der Testdaten erhalten bleiben.",dalton2026v2.pdf,"Verbindlich arXiv v2 vom 11.02.2026; URL/HTML und Ähnlichkeiten S. 1–3, Trennverfahren S. 5–6, Prävalenz/Metriken S. 6–8. Kein direkter Benchmark-Sieg aus umgerechneter Prävalenz."
chapter07.tex,131,Aljofey et al. (2022),S. 1--2 und 13,"Die Ergebnisse zeigen damit für das implementierte System, dass die in Kapitel 3 diskutierten textuellen und strukturellen Webseiteninformationen über die URL hinaus zusätzliche Klassifikationsinformation bereitstellen können (vgl. [Aljofey et al. (2022), S. 1--2 und 13]; [Yoon et al. (2024), S. 13 und 15]). Gleichzeitig unterscheiden sich ihre marginalen Beiträge: Der HTML-Text erzeugt den größten zusätzlichen Effekt, während DOM und Gating kleinere, aber statistisch gestützte Verbesserungen liefern. TRI Full erreicht auf \nolinkurl{OFFICIAL_TEST} 96,12\,\% TPR bei 0,666\,\% FPR und bildet die leistungsstärkste Variante des implementierten Gesamtsystems. Die URL-first-Kaskade ergänzt diese Architektur um eine gestufte Verarbeitung. In der eingefrorenen Routingkonfiguration werden 14,93\,\% der Webseiten an den vollständigen TRI-Pfad eskaliert; die TPR beträgt 95,77\,\%. Gleichzeitig sinkt die Median-Latenz von 30,18 auf 11,95\,ms und der gemessene In-Memory-Durchsatz steigt von 183,2 auf 447,0 Seiten pro Sekunde. Die Kaskade realisiert damit das in Kapitel 3 aufgegriffene Prinzip einer mehrstufigen Verarbeitung, ohne den multimodalen Pfad für unsichere Fälle aufzugeben (vgl. [Liu et al. (2021), Abstract, o.\,S.]). Der Frontend-Vergleich verbindet schließlich Repräsentations- und Systemebene. Bei derselben auf Development festgelegten TPR-Toleranz von einem Prozentpunkt sinkt die mittlere Eskalationsrate auf \nolinkurl{OFFICIAL_TEST} von 35,746\,\% mit URL\_BASE auf 23,514\,\% mit URL\_TAPT (fünf Läufe). Die task-adaptierte URL-Repräsentation ermöglicht innerhalb dieses Routingprotokolls damit häufiger eine Entscheidung in der ersten Verarbeitungsstufe. Der Repräsentationsvorteil wirkt sich folglich nicht nur auf die Klassifikationsleistung eines einzelnen Modells, sondern auch auf die Verarbeitungstiefe des Gesamtsystems aus.",aljofey2022.pdf,"URL, Hyperlinks und HTML-Text; XGBoost; S. 1–2, 13."
chapter07.tex,131,Yoon et al. (2024),S. 13 und 15,"Die Ergebnisse zeigen damit für das implementierte System, dass die in Kapitel 3 diskutierten textuellen und strukturellen Webseiteninformationen über die URL hinaus zusätzliche Klassifikationsinformation bereitstellen können (vgl. [Aljofey et al. (2022), S. 1--2 und 13]; [Yoon et al. (2024), S. 13 und 15]). Gleichzeitig unterscheiden sich ihre marginalen Beiträge: Der HTML-Text erzeugt den größten zusätzlichen Effekt, während DOM und Gating kleinere, aber statistisch gestützte Verbesserungen liefern. TRI Full erreicht auf \nolinkurl{OFFICIAL_TEST} 96,12\,\% TPR bei 0,666\,\% FPR und bildet die leistungsstärkste Variante des implementierten Gesamtsystems. Die URL-first-Kaskade ergänzt diese Architektur um eine gestufte Verarbeitung. In der eingefrorenen Routingkonfiguration werden 14,93\,\% der Webseiten an den vollständigen TRI-Pfad eskaliert; die TPR beträgt 95,77\,\%. Gleichzeitig sinkt die Median-Latenz von 30,18 auf 11,95\,ms und der gemessene In-Memory-Durchsatz steigt von 183,2 auf 447,0 Seiten pro Sekunde. Die Kaskade realisiert damit das in Kapitel 3 aufgegriffene Prinzip einer mehrstufigen Verarbeitung, ohne den multimodalen Pfad für unsichere Fälle aufzugeben (vgl. [Liu et al. (2021), Abstract, o.\,S.]). Der Frontend-Vergleich verbindet schließlich Repräsentations- und Systemebene. Bei derselben auf Development festgelegten TPR-Toleranz von einem Prozentpunkt sinkt die mittlere Eskalationsrate auf \nolinkurl{OFFICIAL_TEST} von 35,746\,\% mit URL\_BASE auf 23,514\,\% mit URL\_TAPT (fünf Läufe). Die task-adaptierte URL-Repräsentation ermöglicht innerhalb dieses Routingprotokolls damit häufiger eine Entscheidung in der ersten Verarbeitungsstufe. Der Repräsentationsvorteil wirkt sich folglich nicht nur auf die Klassifikationsleistung eines einzelnen Modells, sondern auch auf die Verarbeitungstiefe des Gesamtsystems aus.",yoon2024.pdf,"S. 2, 6–7, 9, 13, 15: URL-Zeichen/Wörter, DOM-Graph, Strukturablation. Kein Beleg für eigene Architekturparameter erforderlich."
